taskid,tweetid,text,date,username,category
389051,398534472670248960,Severe Weather Bulletin 5A (Intermediate) Tropical cyclone warning: Typhoon “#YolandaPH” (HAIYAN) Issued at... http://t.co/UqvLMoY4dH,Thu Nov 07 19:36:37 +0000 2013,GMAWeather,Relevant but Other
389051,398534472670248960,Severe Weather Bulletin 5A (Intermediate) Tropical cyclone warning: Typhoon “#YolandaPH” (HAIYAN) Issued at... http://t.co/UqvLMoY4dH,Thu Nov 07 19:36:37 +0000 2013,GMAWeather,Relevant but Other
389051,398534472670248960,Severe Weather Bulletin 5A (Intermediate) Tropical cyclone warning: Typhoon “#YolandaPH” (HAIYAN) Issued at... http://t.co/UqvLMoY4dH,Thu Nov 07 19:36:37 +0000 2013,GMAWeather,Not Relevant / Skip
389052,398534480819806208,Look at the size of that !! :O #Super #typhoon #Haiyan http://t.co/KZ9skX2oy1,Thu Nov 07 19:36:39 +0000 2013,SunnyOnHunt,Relevant but Other
389052,398534480819806208,Look at the size of that !! :O #Super #typhoon #Haiyan http://t.co/KZ9skX2oy1,Thu Nov 07 19:36:39 +0000 2013,SunnyOnHunt,Not Relevant / Skip
389052,398534480819806208,Look at the size of that !! :O #Super #typhoon #Haiyan http://t.co/KZ9skX2oy1,Thu Nov 07 19:36:39 +0000 2013,SunnyOnHunt,Not Relevant / Skip
389052,398534480819806208,Look at the size of that !! :O #Super #typhoon #Haiyan http://t.co/KZ9skX2oy1,Thu Nov 07 19:36:39 +0000 2013,SunnyOnHunt,Relevant but Other
389052,398534480819806208,Look at the size of that !! :O #Super #typhoon #Haiyan http://t.co/KZ9skX2oy1,Thu Nov 07 19:36:39 +0000 2013,SunnyOnHunt,Relevant but Other
389053,398534491158753280,"#YolandaPH is so strong, it just made an article at Gizmodo! But I still can't feel the damn thing...",Thu Nov 07 19:36:41 +0000 2013,jamesatienza,Relevant but Other
389053,398534491158753280,"#YolandaPH is so strong, it just made an article at Gizmodo! But I still can't feel the damn thing...",Thu Nov 07 19:36:41 +0000 2013,jamesatienza,Not Relevant / Skip
389053,398534491158753280,"#YolandaPH is so strong, it just made an article at Gizmodo! But I still can't feel the damn thing...",Thu Nov 07 19:36:41 +0000 2013,jamesatienza,Not Relevant / Skip
389053,398534491158753280,"#YolandaPH is so strong, it just made an article at Gizmodo! But I still can't feel the damn thing...",Thu Nov 07 19:36:41 +0000 2013,jamesatienza,Relevant but Other
389053,398534491158753280,"#YolandaPH is so strong, it just made an article at Gizmodo! But I still can't feel the damn thing...",Thu Nov 07 19:36:41 +0000 2013,jamesatienza,Not Relevant / Skip
389054,398534494460055552,RT @aquayuni: Kim Wan-seop said South Korea had massacred &gt;= 300K during #Vietnam #War #comfortwomen #Glendale #Milpitas http://t.co/aaNWJq…,Thu Nov 07 19:36:42 +0000 2013,PakkuRareman,Not Relevant / Skip
389054,398534494460055552,RT @aquayuni: Kim Wan-seop said South Korea had massacred &gt;= 300K during #Vietnam #War #comfortwomen #Glendale #Milpitas http://t.co/aaNWJq…,Thu Nov 07 19:36:42 +0000 2013,PakkuRareman,Not Relevant / Skip
389054,398534494460055552,RT @aquayuni: Kim Wan-seop said South Korea had massacred &gt;= 300K during #Vietnam #War #comfortwomen #Glendale #Milpitas http://t.co/aaNWJq…,Thu Nov 07 19:36:42 +0000 2013,PakkuRareman,Not Relevant / Skip
389054,398534494460055552,RT @aquayuni: Kim Wan-seop said South Korea had massacred &gt;= 300K during #Vietnam #War #comfortwomen #Glendale #Milpitas http://t.co/aaNWJq…,Thu Nov 07 19:36:42 +0000 2013,PakkuRareman,Relevant but Other
389054,398534494460055552,RT @aquayuni: Kim Wan-seop said South Korea had massacred &gt;= 300K during #Vietnam #War #comfortwomen #Glendale #Milpitas http://t.co/aaNWJq…,Thu Nov 07 19:36:42 +0000 2013,PakkuRareman,Not Relevant / Skip
389055,398534496275820544,RT @twitter_ph: A list of the storm surge/ tide models of coastal towns affected by #YolandaPH from #ProjectNoah via @HumanityRoad http://t…,Thu Nov 07 19:36:42 +0000 2013,bulan8999,Relevant but Other
389055,398534496275820544,RT @twitter_ph: A list of the storm surge/ tide models of coastal towns affected by #YolandaPH from #ProjectNoah via @HumanityRoad http://t…,Thu Nov 07 19:36:42 +0000 2013,bulan8999,Not Relevant / Skip
389055,398534496275820544,RT @twitter_ph: A list of the storm surge/ tide models of coastal towns affected by #YolandaPH from #ProjectNoah via @HumanityRoad http://t…,Thu Nov 07 19:36:42 +0000 2013,bulan8999,Not Relevant / Skip
389055,398534496275820544,RT @twitter_ph: A list of the storm surge/ tide models of coastal towns affected by #YolandaPH from #ProjectNoah via @HumanityRoad http://t…,Thu Nov 07 19:36:42 +0000 2013,bulan8999,Infrastructure Damage
389055,398534496275820544,RT @twitter_ph: A list of the storm surge/ tide models of coastal towns affected by #YolandaPH from #ProjectNoah via @HumanityRoad http://t…,Thu Nov 07 19:36:42 +0000 2013,bulan8999,Not Relevant / Skip
389056,398534498175836160,"RT @bryanwx: Wind speed has jumped over 60 MPH &amp; pressure plummeting in Guiuan, Samar, Phillippines ahead of #Haiyan / #YolandaPH http://t.…",Thu Nov 07 19:36:43 +0000 2013,ramonpaquino,Relevant but Other
389056,398534498175836160,"RT @bryanwx: Wind speed has jumped over 60 MPH &amp; pressure plummeting in Guiuan, Samar, Phillippines ahead of #Haiyan / #YolandaPH http://t.…",Thu Nov 07 19:36:43 +0000 2013,ramonpaquino,Not Relevant / Skip
389056,398534498175836160,"RT @bryanwx: Wind speed has jumped over 60 MPH &amp; pressure plummeting in Guiuan, Samar, Phillippines ahead of #Haiyan / #YolandaPH http://t.…",Thu Nov 07 19:36:43 +0000 2013,ramonpaquino,Not Relevant / Skip
389056,398534498175836160,"RT @bryanwx: Wind speed has jumped over 60 MPH &amp; pressure plummeting in Guiuan, Samar, Phillippines ahead of #Haiyan / #YolandaPH http://t.…",Thu Nov 07 19:36:43 +0000 2013,ramonpaquino,Relevant but Other
389056,398534498175836160,"RT @bryanwx: Wind speed has jumped over 60 MPH &amp; pressure plummeting in Guiuan, Samar, Phillippines ahead of #Haiyan / #YolandaPH http://t.…",Thu Nov 07 19:36:43 +0000 2013,ramonpaquino,Relevant but Other
389057,398534501350912000,Best of luck to the Philippines tomorrow. Damn #Haiyan,Thu Nov 07 19:36:44 +0000 2013,Andrew_Leonardi,Not Relevant / Skip
389057,398534501350912000,Best of luck to the Philippines tomorrow. Damn #Haiyan,Thu Nov 07 19:36:44 +0000 2013,Andrew_Leonardi,Not Relevant / Skip
389057,398534501350912000,Best of luck to the Philippines tomorrow. Damn #Haiyan,Thu Nov 07 19:36:44 +0000 2013,Andrew_Leonardi,Not Relevant / Skip
389057,398534501350912000,Best of luck to the Philippines tomorrow. Damn #Haiyan,Thu Nov 07 19:36:44 +0000 2013,Andrew_Leonardi,Relevant but Other
389057,398534501350912000,Best of luck to the Philippines tomorrow. Damn #Haiyan,Thu Nov 07 19:36:44 +0000 2013,Andrew_Leonardi,Not Relevant / Skip
389058,398534504379207681,"RT @smartinWNTV: For updated info on #Haiyan/#YolandaPH, follow @dost_pagasa. Here's their Facebook page too: https://t.co/wqlJY5hIw3",Thu Nov 07 19:36:44 +0000 2013,WxBeck,Relevant but Other
389058,398534504379207681,"RT @smartinWNTV: For updated info on #Haiyan/#YolandaPH, follow @dost_pagasa. Here's their Facebook page too: https://t.co/wqlJY5hIw3",Thu Nov 07 19:36:44 +0000 2013,WxBeck,Not Relevant / Skip
389058,398534504379207681,"RT @smartinWNTV: For updated info on #Haiyan/#YolandaPH, follow @dost_pagasa. Here's their Facebook page too: https://t.co/wqlJY5hIw3",Thu Nov 07 19:36:44 +0000 2013,WxBeck,Not Relevant / Skip
389058,398534504379207681,"RT @smartinWNTV: For updated info on #Haiyan/#YolandaPH, follow @dost_pagasa. Here's their Facebook page too: https://t.co/wqlJY5hIw3",Thu Nov 07 19:36:44 +0000 2013,WxBeck,Not Relevant / Skip
389058,398534504379207681,"RT @smartinWNTV: For updated info on #Haiyan/#YolandaPH, follow @dost_pagasa. Here's their Facebook page too: https://t.co/wqlJY5hIw3",Thu Nov 07 19:36:44 +0000 2013,WxBeck,Not Relevant / Skip
389059,398534509571743744,"RT @twc_hurricane: Super Typhoon #Haiyan even stronger, now strongest tropical cyclone of 2013 on (cont) http://t.co/hM05MbPPdf",Thu Nov 07 19:36:46 +0000 2013,HEIS_Tswvlis,Relevant but Other
389059,398534509571743744,"RT @twc_hurricane: Super Typhoon #Haiyan even stronger, now strongest tropical cyclone of 2013 on (cont) http://t.co/hM05MbPPdf",Thu Nov 07 19:36:46 +0000 2013,HEIS_Tswvlis,Not Relevant / Skip
389059,398534509571743744,"RT @twc_hurricane: Super Typhoon #Haiyan even stronger, now strongest tropical cyclone of 2013 on (cont) http://t.co/hM05MbPPdf",Thu Nov 07 19:36:46 +0000 2013,HEIS_Tswvlis,Not Relevant / Skip
389059,398534509571743744,"RT @twc_hurricane: Super Typhoon #Haiyan even stronger, now strongest tropical cyclone of 2013 on (cont) http://t.co/hM05MbPPdf",Thu Nov 07 19:36:46 +0000 2013,HEIS_Tswvlis,Not Relevant / Skip
389059,398534509571743744,"RT @twc_hurricane: Super Typhoon #Haiyan even stronger, now strongest tropical cyclone of 2013 on (cont) http://t.co/hM05MbPPdf",Thu Nov 07 19:36:46 +0000 2013,HEIS_Tswvlis,Relevant but Other
389060,398534514751700993,RT @carmensoo: ...as the country brace themselves for one of the strongest storms ever #YolandaPH pls keep everyone safe #PrayForThePhilipp…,Thu Nov 07 19:36:47 +0000 2013,MsDianeG,Not Relevant / Skip
389060,398534514751700993,RT @carmensoo: ...as the country brace themselves for one of the strongest storms ever #YolandaPH pls keep everyone safe #PrayForThePhilipp…,Thu Nov 07 19:36:47 +0000 2013,MsDianeG,Not Relevant / Skip
389060,398534514751700993,RT @carmensoo: ...as the country brace themselves for one of the strongest storms ever #YolandaPH pls keep everyone safe #PrayForThePhilipp…,Thu Nov 07 19:36:47 +0000 2013,MsDianeG,Not Relevant / Skip
389060,398534514751700993,RT @carmensoo: ...as the country brace themselves for one of the strongest storms ever #YolandaPH pls keep everyone safe #PrayForThePhilipp…,Thu Nov 07 19:36:47 +0000 2013,MsDianeG,Requests for Help / Needs
389060,398534514751700993,RT @carmensoo: ...as the country brace themselves for one of the strongest storms ever #YolandaPH pls keep everyone safe #PrayForThePhilipp…,Thu Nov 07 19:36:47 +0000 2013,MsDianeG,Not Relevant / Skip
389060,398534514751700993,RT @carmensoo: ...as the country brace themselves for one of the strongest storms ever #YolandaPH pls keep everyone safe #PrayForThePhilipp…,Thu Nov 07 19:36:47 +0000 2013,MsDianeG,Relevant but Other
389061,398534518019072000,RT @KylaGrogan: Millions in the path of Super #Typhoon Haiyan. Impact expected in the next 6-10 hours. Cat 5 now. http://t.co/7V0lQCyMCM,Thu Nov 07 19:36:48 +0000 2013,kailekke,Relevant but Other
389061,398534518019072000,RT @KylaGrogan: Millions in the path of Super #Typhoon Haiyan. Impact expected in the next 6-10 hours. Cat 5 now. http://t.co/7V0lQCyMCM,Thu Nov 07 19:36:48 +0000 2013,kailekke,Not Relevant / Skip
389061,398534518019072000,RT @KylaGrogan: Millions in the path of Super #Typhoon Haiyan. Impact expected in the next 6-10 hours. Cat 5 now. http://t.co/7V0lQCyMCM,Thu Nov 07 19:36:48 +0000 2013,kailekke,Relevant but Other
389061,398534518019072000,RT @KylaGrogan: Millions in the path of Super #Typhoon Haiyan. Impact expected in the next 6-10 hours. Cat 5 now. http://t.co/7V0lQCyMCM,Thu Nov 07 19:36:48 +0000 2013,kailekke,Requests for Help / Needs
389061,398534518019072000,RT @KylaGrogan: Millions in the path of Super #Typhoon Haiyan. Impact expected in the next 6-10 hours. Cat 5 now. http://t.co/7V0lQCyMCM,Thu Nov 07 19:36:48 +0000 2013,kailekke,Not Relevant / Skip
389061,398534518019072000,RT @KylaGrogan: Millions in the path of Super #Typhoon Haiyan. Impact expected in the next 6-10 hours. Cat 5 now. http://t.co/7V0lQCyMCM,Thu Nov 07 19:36:48 +0000 2013,kailekke,Relevant but Other
389061,398534518019072000,RT @KylaGrogan: Millions in the path of Super #Typhoon Haiyan. Impact expected in the next 6-10 hours. Cat 5 now. http://t.co/7V0lQCyMCM,Thu Nov 07 19:36:48 +0000 2013,kailekke,Relevant but Other
389062,398534519957237761,RT @spann: Updated forecast track of life threatening Super Typhoon #Haiyan through the Philippines. http://t.co/W0nXQwMEAN,Thu Nov 07 19:36:48 +0000 2013,ALI20thm,Relevant but Other
389062,398534519957237761,RT @spann: Updated forecast track of life threatening Super Typhoon #Haiyan through the Philippines. http://t.co/W0nXQwMEAN,Thu Nov 07 19:36:48 +0000 2013,ALI20thm,Not Relevant / Skip
389062,398534519957237761,RT @spann: Updated forecast track of life threatening Super Typhoon #Haiyan through the Philippines. http://t.co/W0nXQwMEAN,Thu Nov 07 19:36:48 +0000 2013,ALI20thm,Relevant but Other
389062,398534519957237761,RT @spann: Updated forecast track of life threatening Super Typhoon #Haiyan through the Philippines. http://t.co/W0nXQwMEAN,Thu Nov 07 19:36:48 +0000 2013,ALI20thm,Requests for Help / Needs
389062,398534519957237761,RT @spann: Updated forecast track of life threatening Super Typhoon #Haiyan through the Philippines. http://t.co/W0nXQwMEAN,Thu Nov 07 19:36:48 +0000 2013,ALI20thm,Not Relevant / Skip
389062,398534519957237761,RT @spann: Updated forecast track of life threatening Super Typhoon #Haiyan through the Philippines. http://t.co/W0nXQwMEAN,Thu Nov 07 19:36:48 +0000 2013,ALI20thm,Relevant but Other
389063,398534522322427904,RT @philredcross: Put important appliances and belongings in a high ground. #SafetyTips #YolandaPH,Thu Nov 07 19:36:49 +0000 2013,AngeliPV,Relevant but Other
389063,398534522322427904,RT @philredcross: Put important appliances and belongings in a high ground. #SafetyTips #YolandaPH,Thu Nov 07 19:36:49 +0000 2013,AngeliPV,Not Relevant / Skip
389063,398534522322427904,RT @philredcross: Put important appliances and belongings in a high ground. #SafetyTips #YolandaPH,Thu Nov 07 19:36:49 +0000 2013,AngeliPV,Relevant but Other
